scene,method,t,topology,hierarchy
advection_diffusion_seed1,TMTM,13,True,True
advection_diffusion_seed1,TMTM,14,True,True
advection_diffusion_seed1,TMTM,15,True,True
advection_diffusion_seed1,TMTM,16,True,True
advection_diffusion_seed1,TMTM,17,True,True
advection_diffusion_seed1,TMTM,18,True,True
advection_diffusion_seed1,TMTM,19,True,True
advection_diffusion_seed1,TMTM,20,True,True
advection_diffusion_seed1,ST-MTM,0,True,True
advection_diffusion_seed1,ST-MTM,1,True,True
advection_diffusion_seed1,ST-MTM,2,True,True
advection_diffusion_seed1,ST-MTM,3,True,True
advection_diffusion_seed1,ST-MTM,4,True,True
advection_diffusion_seed1,ST-MTM,5,True,True
advection_diffusion_seed1,ST-MTM,6,True,True
advection_diffusion_seed1,ST-MTM,7,True,True
advection_diffusion_seed1,ST-MTM,8,True,True
advection_diffusion_seed1,ST-MTM,9,True,True
advection_diffusion_seed1,ST-MTM,10,True,True
advection_diffusion_seed1,ST-MTM,11,True,True
advection_diffusion_seed1,ST-MTM,12,True,True
advection_diffusion_seed1,ST-MTM,13,True,True
advection_diffusion_seed1,ST-MTM,14,True,True
advection_diffusion_seed1,ST-MTM,15,True,True
advection_diffusion_seed1,ST-MTM,16,True,True
advection_diffusion_seed1,ST-MTM,17,True,True
advection_diffusion_seed1,ST-MTM,18,True,True
advection_diffusion_seed1,ST-MTM,19,True,True
advection_diffusion_seed1,ST-MTM,20,True,True
advection_diffusion_seed1,X-only RA-MTM,0,True,True
advection_diffusion_seed1,X-only RA-MTM,1,True,True
advection_diffusion_seed1,X-only RA-MTM,2,True,True
advection_diffusion_seed1,X-only RA-MTM,3,True,True
advection_diffusion_seed1,X-only RA-MTM,4,True,True
advection_diffusion_seed1,X-only RA-MTM,5,True,True
advection_diffusion_seed1,X-only RA-MTM,6,True,True
advection_diffusion_seed1,X-only RA-MTM,7,True,True
advection_diffusion_seed1,X-only RA-MTM,8,True,True
advection_diffusion_seed1,X-only RA-MTM,9,True,True
advection_diffusion_seed1,X-only RA-MTM,10,True,True
advection_diffusion_seed1,X-only RA-MTM,11,True,True
advection_diffusion_seed1,X-only RA-MTM,12,True,True
advection_diffusion_seed1,X-only RA-MTM,13,True,True
advection_diffusion_seed1,X-only RA-MTM,14,True,True
advection_diffusion_seed1,X-only RA-MTM,15,True,True
advection_diffusion_seed1,X-only RA-MTM,16,True,True
advection_diffusion_seed1,X-only RA-MTM,17,True,True
advection_diffusion_seed1,X-only RA-MTM,18,True,True
advection_diffusion_seed1,X-only RA-MTM,19,True,True
advection_diffusion_seed1,X-only RA-MTM,20,True,True
advection_diffusion_seed1,Dual-X,0,True,True
advection_diffusion_seed1,Dual-X,1,True,True
advection_diffusion_seed1,Dual-X,2,True,True
advection_diffusion_seed1,Dual-X,3,True,True
advection_diffusion_seed1,Dual-X,4,True,True
advection_diffusion_seed1,Dual-X,5,True,True
advection_diffusion_seed1,Dual-X,6,True,True
advection_diffusion_seed1,Dual-X,7,True,True
advection_diffusion_seed1,Dual-X,8,True,True
advection_diffusion_seed1,Dual-X,9,True,True
advection_diffusion_seed1,Dual-X,10,True,True
advection_diffusion_seed1,Dual-X,11,True,True
advection_diffusion_seed1,Dual-X,12,True,True
advection_diffusion_seed1,Dual-X,13,True,True
advection_diffusion_seed1,Dual-X,14,True,True
advection_diffusion_seed1,Dual-X,15,True,True
advection_diffusion_seed1,Dual-X,16,True,True
advection_diffusion_seed1,Dual-X,17,True,True
advection_diffusion_seed1,Dual-X,18,True,True
advection_diffusion_seed1,Dual-X,19,True,True
advection_diffusion_seed1,Dual-X,20,True,True
advection_diffusion_seed1,Dual-Y,0,True,True
advection_diffusion_seed1,Dual-Y,1,True,True
advection_diffusion_seed1,Dual-Y,2,True,True
advection_diffusion_seed1,Dual-Y,3,True,True
advection_diffusion_seed1,Dual-Y,4,True,True
advection_diffusion_seed1,Dual-Y,5,True,True
advection_diffusion_seed1,Dual-Y,6,True,True
advection_diffusion_seed1,Dual-Y,7,True,True
advection_diffusion_seed1,Dual-Y,8,True,True
advection_diffusion_seed1,Dual-Y,9,True,True
advection_diffusion_seed1,Dual-Y,10,True,True
advection_diffusion_seed1,Dual-Y,11,True,True
advection_diffusion_seed1,Dual-Y,12,True,True
advection_diffusion_seed1,Dual-Y,13,True,True
advection_diffusion_seed1,Dual-Y,14,True,True
advection_diffusion_seed1,Dual-Y,15,True,True
advection_diffusion_seed1,Dual-Y,16,True,True
advection_diffusion_seed1,Dual-Y,17,True,True
advection_diffusion_seed1,Dual-Y,18,True,True
advection_diffusion_seed1,Dual-Y,19,True,True
advection_diffusion_seed1,Dual-Y,20,True,True
advection_diffusion_seed2,TMTM,0,True,True
advection_diffusion_seed2,TMTM,1,True,True
advection_diffusion_seed2,TMTM,2,True,True
advection_diffusion_seed2,TMTM,3,True,True
advection_diffusion_seed2,TMTM,4,True,True
advection_diffusion_seed2,TMTM,5,True,True
advection_diffusion_seed2,TMTM,6,True,True
advection_diffusion_seed2,TMTM,7,True,True
advection_diffusion_seed2,TMTM,8,True,True
advection_diffusion_seed2,TMTM,9,True,True
advection_diffusion_seed2,TMTM,10,True,True
advection_diffusion_seed2,TMTM,11,True,True
advection_diffusion_seed2,TMTM,12,True,True
advection_diffusion_seed2,TMTM,13,True,True
advection_diffusion_seed2,TMTM,14,True,True
advection_diffusion_seed2,TMTM,15,True,True
advection_diffusion_seed2,TMTM,16,True,True
advection_diffusion_seed2,TMTM,17,True,True
advection_diffusion_seed2,TMTM,18,True,True
advection_diffusion_seed2,TMTM,19,True,True
advection_diffusion_seed2,TMTM,20,True,True
advection_diffusion_seed2,ST-MTM,0,True,True
advection_diffusion_seed2,ST-MTM,1,True,True
advection_diffusion_seed2,ST-MTM,2,True,True
advection_diffusion_seed2,ST-MTM,3,True,True
advection_diffusion_seed2,ST-MTM,4,True,True
advection_diffusion_seed2,ST-MTM,5,True,True
advection_diffusion_seed2,ST-MTM,6,True,True
advection_diffusion_seed2,ST-MTM,7,True,True
advection_diffusion_seed2,ST-MTM,8,True,True
advection_diffusion_seed2,ST-MTM,9,True,True
advection_diffusion_seed2,ST-MTM,10,True,True
advection_diffusion_seed2,ST-MTM,11,True,True
advection_diffusion_seed2,ST-MTM,12,True,True
advection_diffusion_seed2,ST-MTM,13,True,True
advection_diffusion_seed2,ST-MTM,14,True,True
advection_diffusion_seed2,ST-MTM,15,True,True
advection_diffusion_seed2,ST-MTM,16,True,True
advection_diffusion_seed2,ST-MTM,17,True,True
advection_diffusion_seed2,ST-MTM,18,True,True
advection_diffusion_seed2,ST-MTM,19,True,True
advection_diffusion_seed2,ST-MTM,20,True,True
advection_diffusion_seed2,X-only RA-MTM,0,True,True
advection_diffusion_seed2,X-only RA-MTM,1,True,True
advection_diffusion_seed2,X-only RA-MTM,2,True,True
advection_diffusion_seed2,X-only RA-MTM,3,True,True
advection_diffusion_seed2,X-only RA-MTM,4,True,True
advection_diffusion_seed2,X-only RA-MTM,5,True,True
advection_diffusion_seed2,X-only RA-MTM,6,True,True
advection_diffusion_seed2,X-only RA-MTM,7,True,True
advection_diffusion_seed2,X-only RA-MTM,8,True,True
advection_diffusion_seed2,X-only RA-MTM,9,True,True
advection_diffusion_seed2,X-only RA-MTM,10,True,True
advection_diffusion_seed2,X-only RA-MTM,11,True,True
advection_diffusion_seed2,X-only RA-MTM,12,True,True
advection_diffusion_seed2,X-only RA-MTM,13,True,True
advection_diffusion_seed2,X-only RA-MTM,14,True,True
advection_diffusion_seed2,X-only RA-MTM,15,True,True
advection_diffusion_seed2,X-only RA-MTM,16,True,True
advection_diffusion_seed2,X-only RA-MTM,17,True,True
advection_diffusion_seed2,X-only RA-MTM,18,True,True
advection_diffusion_seed2,X-only RA-MTM,19,True,True
advection_diffusion_seed2,X-only RA-MTM,20,True,True
advection_diffusion_seed2,Dual-X,0,True,True
advection_diffusion_seed2,Dual-X,1,True,True
advection_diffusion_seed2,Dual-X,2,True,True
advection_diffusion_seed2,Dual-X,3,True,True
advection_diffusion_seed2,Dual-X,4,True,True
advection_diffusion_seed2,Dual-X,5,True,True
advection_diffusion_seed2,Dual-X,6,True,True
advection_diffusion_seed2,Dual-X,7,True,True
advection_diffusion_seed2,Dual-X,8,True,True
advection_diffusion_seed2,Dual-X,9,True,True
advection_diffusion_seed2,Dual-X,10,True,True
advection_diffusion_seed2,Dual-X,11,True,True
advection_diffusion_seed2,Dual-X,12,True,True
advection_diffusion_seed2,Dual-X,13,True,True
advection_diffusion_seed2,Dual-X,14,True,True
advection_diffusion_seed2,Dual-X,15,True,True
advection_diffusion_seed2,Dual-X,16,True,True
advection_diffusion_seed2,Dual-X,17,True,True
advection_diffusion_seed2,Dual-X,18,True,True
advection_diffusion_seed2,Dual-X,19,True,True
advection_diffusion_seed2,Dual-X,20,True,True
advection_diffusion_seed2,Dual-Y,0,True,True
advection_diffusion_seed2,Dual-Y,1,True,True
advection_diffusion_seed2,Dual-Y,2,True,True
advection_diffusion_seed2,Dual-Y,3,True,True
advection_diffusion_seed2,Dual-Y,4,True,True
advection_diffusion_seed2,Dual-Y,5,True,True
advection_diffusion_seed2,Dual-Y,6,True,True
advection_diffusion_seed2,Dual-Y,7,True,True
advection_diffusion_seed2,Dual-Y,8,True,True
advection_diffusion_seed2,Dual-Y,9,True,True
advection_diffusion_seed2,Dual-Y,10,True,True
advection_diffusion_seed2,Dual-Y,11,True,True
advection_diffusion_seed2,Dual-Y,12,True,True
advection_diffusion_seed2,Dual-Y,13,True,True
advection_diffusion_seed2,Dual-Y,14,True,True
advection_diffusion_seed2,Dual-Y,15,True,True
advection_diffusion_seed2,Dual-Y,16,True,True
advection_diffusion_seed2,Dual-Y,17,True,True
advection_diffusion_seed2,Dual-Y,18,True,True
advection_diffusion_seed2,Dual-Y,19,True,True
advection_diffusion_seed2,Dual-Y,20,True,True
advection_diffusion_seed3,TMTM,0,True,True
advection_diffusion_seed3,TMTM,1,True,True
advection_diffusion_seed3,TMTM,2,True,True
advection_diffusion_seed3,TMTM,3,True,True
advection_diffusion_seed3,TMTM,4,True,True
advection_diffusion_seed3,TMTM,5,True,True
advection_diffusion_seed3,TMTM,6,True,True
advection_diffusion_seed3,TMTM,7,True,True
advection_diffusion_seed3,TMTM,8,True,True
advection_diffusion_seed3,TMTM,9,True,True
advection_diffusion_seed3,TMTM,10,True,True
advection_diffusion_seed3,TMTM,11,True,True
advection_diffusion_seed3,TMTM,12,True,True
advection_diffusion_seed3,TMTM,13,True,True
advection_diffusion_seed3,TMTM,14,True,True
advection_diffusion_seed3,TMTM,15,True,True
advection_diffusion_seed3,TMTM,16,True,True
advection_diffusion_seed3,TMTM,17,True,True
advection_diffusion_seed3,TMTM,18,True,True
advection_diffusion_seed3,TMTM,19,True,True
advection_diffusion_seed3,TMTM,20,True,True
advection_diffusion_seed3,ST-MTM,0,True,True
advection_diffusion_seed3,ST-MTM,1,True,True
advection_diffusion_seed3,ST-MTM,2,True,True
advection_diffusion_seed3,ST-MTM,3,True,True
advection_diffusion_seed3,ST-MTM,4,True,True
advection_diffusion_seed3,ST-MTM,5,True,True
advection_diffusion_seed3,ST-MTM,6,True,True
advection_diffusion_seed3,ST-MTM,7,True,True
advection_diffusion_seed3,ST-MTM,8,True,True
advection_diffusion_seed3,ST-MTM,9,True,True
advection_diffusion_seed3,ST-MTM,10,True,True
advection_diffusion_seed3,ST-MTM,11,True,True
advection_diffusion_seed3,ST-MTM,12,True,True
advection_diffusion_seed3,ST-MTM,13,True,True
advection_diffusion_seed3,ST-MTM,14,True,True
advection_diffusion_seed3,ST-MTM,15,True,True
advection_diffusion_seed3,ST-MTM,16,True,True
advection_diffusion_seed3,ST-MTM,17,True,True
advection_diffusion_seed3,ST-MTM,18,True,True
advection_diffusion_seed3,ST-MTM,19,True,True
advection_diffusion_seed3,ST-MTM,20,True,True
advection_diffusion_seed3,X-only RA-MTM,0,True,True
advection_diffusion_seed3,X-only RA-MTM,1,True,True
advection_diffusion_seed3,X-only RA-MTM,2,True,True
advection_diffusion_seed3,X-only RA-MTM,3,True,True
advection_diffusion_seed3,X-only RA-MTM,4,True,True
advection_diffusion_seed3,X-only RA-MTM,5,True,True
advection_diffusion_seed3,X-only RA-MTM,6,True,True
advection_diffusion_seed3,X-only RA-MTM,7,True,True
advection_diffusion_seed3,X-only RA-MTM,8,True,True
advection_diffusion_seed3,X-only RA-MTM,9,True,True
advection_diffusion_seed3,X-only RA-MTM,10,True,True
advection_diffusion_seed3,X-only RA-MTM,11,True,True
advection_diffusion_seed3,X-only RA-MTM,12,True,True
advection_diffusion_seed3,X-only RA-MTM,13,True,True
advection_diffusion_seed3,X-only RA-MTM,14,True,True
advection_diffusion_seed3,X-only RA-MTM,15,True,True
advection_diffusion_seed3,X-only RA-MTM,16,True,True
advection_diffusion_seed3,X-only RA-MTM,17,True,True
advection_diffusion_seed3,X-only RA-MTM,18,True,True
advection_diffusion_seed3,X-only RA-MTM,19,True,True
advection_diffusion_seed3,X-only RA-MTM,20,True,True
advection_diffusion_seed3,Dual-X,0,True,True
advection_diffusion_seed3,Dual-X,1,True,True
advection_diffusion_seed3,Dual-X,2,True,True
advection_diffusion_seed3,Dual-X,3,True,True
advection_diffusion_seed3,Dual-X,4,True,True
advection_diffusion_seed3,Dual-X,5,True,True
advection_diffusion_seed3,Dual-X,6,True,True
advection_diffusion_seed3,Dual-X,7,True,True
advection_diffusion_seed3,Dual-X,8,True,True
advection_diffusion_seed3,Dual-X,9,True,True
advection_diffusion_seed3,Dual-X,10,True,True
advection_diffusion_seed3,Dual-X,11,True,True
advection_diffusion_seed3,Dual-X,12,True,True
advection_diffusion_seed3,Dual-X,13,True,True
advection_diffusion_seed3,Dual-X,14,True,True
advection_diffusion_seed3,Dual-X,15,True,True
advection_diffusion_seed3,Dual-X,16,True,True
advection_diffusion_seed3,Dual-X,17,True,True
advection_diffusion_seed3,Dual-X,18,True,True
advection_diffusion_seed3,Dual-X,19,True,True
advection_diffusion_seed3,Dual-X,20,True,True
advection_diffusion_seed3,Dual-Y,0,True,True
advection_diffusion_seed3,Dual-Y,1,True,True
advection_diffusion_seed3,Dual-Y,2,True,True
advection_diffusion_seed3,Dual-Y,3,True,True
advection_diffusion_seed3,Dual-Y,4,True,True
advection_diffusion_seed3,Dual-Y,5,True,True
advection_diffusion_seed3,Dual-Y,6,True,True
advection_diffusion_seed3,Dual-Y,7,True,True
advection_diffusion_seed3,Dual-Y,8,True,True
advection_diffusion_seed3,Dual-Y,9,True,True
advection_diffusion_seed3,Dual-Y,10,True,True
advection_diffusion_seed3,Dual-Y,11,True,True
advection_diffusion_seed3,Dual-Y,12,True,True
advection_diffusion_seed3,Dual-Y,13,True,True
advection_diffusion_seed3,Dual-Y,14,True,True
advection_diffusion_seed3,Dual-Y,15,True,True
advection_diffusion_seed3,Dual-Y,16,True,True
advection_diffusion_seed3,Dual-Y,17,True,True
advection_diffusion_seed3,Dual-Y,18,True,True
advection_diffusion_seed3,Dual-Y,19,True,True
advection_diffusion_seed3,Dual-Y,20,True,True
translation_growth_grid49,TMTM,0,True,True
translation_growth_grid49,TMTM,1,True,True
translation_growth_grid49,TMTM,2,True,True
translation_growth_grid49,TMTM,3,True,True
translation_growth_grid49,TMTM,4,True,True
translation_growth_grid49,TMTM,5,True,True
translation_growth_grid49,TMTM,6,True,True
translation_growth_grid49,TMTM,7,True,True
translation_growth_grid49,TMTM,8,True,True
translation_growth_grid49,TMTM,9,True,True
translation_growth_grid49,TMTM,10,True,True
translation_growth_grid49,TMTM,11,True,True
translation_growth_grid49,TMTM,12,True,True
translation_growth_grid49,TMTM,13,True,True
translation_growth_grid49,TMTM,14,True,True
translation_growth_grid49,TMTM,15,True,True
translation_growth_grid49,TMTM,16,True,True
translation_growth_grid49,TMTM,17,True,True
translation_growth_grid49,TMTM,18,True,True
translation_growth_grid49,TMTM,19,True,True
translation_growth_grid49,TMTM,20,True,True
translation_growth_grid49,ST-MTM,0,True,True
translation_growth_grid49,ST-MTM,1,True,True
translation_growth_grid49,ST-MTM,2,True,True
translation_growth_grid49,ST-MTM,3,True,True
translation_growth_grid49,ST-MTM,4,True,True
translation_growth_grid49,ST-MTM,5,True,True
translation_growth_grid49,ST-MTM,6,True,True
translation_growth_grid49,ST-MTM,7,True,True
translation_growth_grid49,ST-MTM,8,True,True
translation_growth_grid49,ST-MTM,9,True,True
translation_growth_grid49,ST-MTM,10,True,True
translation_growth_grid49,ST-MTM,11,True,True
translation_growth_grid49,ST-MTM,12,True,True
translation_growth_grid49,ST-MTM,13,True,True
translation_growth_grid49,ST-MTM,14,True,True
translation_growth_grid49,ST-MTM,15,True,True
translation_growth_grid49,ST-MTM,16,True,True
translation_growth_grid49,ST-MTM,17,True,True
translation_growth_grid49,ST-MTM,18,True,True
translation_growth_grid49,ST-MTM,19,True,True
translation_growth_grid49,ST-MTM,20,True,True
translation_growth_grid49,X-only RA-MTM,0,True,True
translation_growth_grid49,X-only RA-MTM,1,True,True
translation_growth_grid49,X-only RA-MTM,2,True,True
translation_growth_grid49,X-only RA-MTM,3,True,True
translation_growth_grid49,X-only RA-MTM,4,True,True
translation_growth_grid49,X-only RA-MTM,5,True,True
translation_growth_grid49,X-only RA-MTM,6,True,True
translation_growth_grid49,X-only RA-MTM,7,True,True
translation_growth_grid49,X-only RA-MTM,8,True,True
translation_growth_grid49,X-only RA-MTM,9,True,True
translation_growth_grid49,X-only RA-MTM,10,True,True
translation_growth_grid49,X-only RA-MTM,11,True,True
translation_growth_grid49,X-only RA-MTM,12,True,True
translation_growth_grid49,X-only RA-MTM,13,True,True
translation_growth_grid49,X-only RA-MTM,14,True,True
translation_growth_grid49,X-only RA-MTM,15,True,True
translation_growth_grid49,X-only RA-MTM,16,True,True
translation_growth_grid49,X-only RA-MTM,17,True,True
translation_growth_grid49,X-only RA-MTM,18,True,True
translation_growth_grid49,X-only RA-MTM,19,True,True
translation_growth_grid49,X-only RA-MTM,20,True,True
translation_growth_grid49,Dual-X,0,True,True
translation_growth_grid49,Dual-X,1,True,True
translation_growth_grid49,Dual-X,2,True,True
translation_growth_grid49,Dual-X,3,True,True
translation_growth_grid49,Dual-X,4,True,True
translation_growth_grid49,Dual-X,5,True,True
translation_growth_grid49,Dual-X,6,True,True
translation_growth_grid49,Dual-X,7,True,True
translation_growth_grid49,Dual-X,8,True,True
translation_growth_grid49,Dual-X,9,True,True
translation_growth_grid49,Dual-X,10,True,True
translation_growth_grid49,Dual-X,11,True,True
translation_growth_grid49,Dual-X,12,True,True
translation_growth_grid49,Dual-X,13,True,True
translation_growth_grid49,Dual-X,14,True,True
translation_growth_grid49,Dual-X,15,True,True
translation_growth_grid49,Dual-X,16,True,True
translation_growth_grid49,Dual-X,17,True,True
translation_growth_grid49,Dual-X,18,True,True
translation_growth_grid49,Dual-X,19,True,True
translation_growth_grid49,Dual-X,20,True,True
translation_growth_grid49,Dual-Y,0,True,True
translation_growth_grid49,Dual-Y,1,True,True
translation_growth_grid49,Dual-Y,2,True,True
translation_growth_grid49,Dual-Y,3,True,True
translation_growth_grid49,Dual-Y,4,True,True
translation_growth_grid49,Dual-Y,5,True,True
translation_growth_grid49,Dual-Y,6,True,True
translation_growth_grid49,Dual-Y,7,True,True
translation_growth_grid49,Dual-Y,8,True,True
translation_growth_grid49,Dual-Y,9,True,True
translation_growth_grid49,Dual-Y,10,True,True
translation_growth_grid49,Dual-Y,11,True,True
translation_growth_grid49,Dual-Y,12,True,True
translation_growth_grid49,Dual-Y,13,True,True
translation_growth_grid49,Dual-Y,14,True,True
translation_growth_grid49,Dual-Y,15,True,True
translation_growth_grid49,Dual-Y,16,True,True
translation_growth_grid49,Dual-Y,17,True,True
translation_growth_grid49,Dual-Y,18,True,True
translation_growth_grid49,Dual-Y,19,True,True
translation_growth_grid49,Dual-Y,20,True,True
translation_growth_grid81,TMTM,0,True,True
translation_growth_grid81,TMTM,1,True,True
translation_growth_grid81,TMTM,2,True,True
translation_growth_grid81,TMTM,3,True,True
translation_growth_grid81,TMTM,4,True,True
translation_growth_grid81,TMTM,5,True,True
translation_growth_grid81,TMTM,6,True,True
translation_growth_grid81,TMTM,7,True,True
translation_growth_grid81,TMTM,8,True,True
translation_growth_grid81,TMTM,9,True,True
translation_growth_grid81,TMTM,10,True,True
translation_growth_grid81,TMTM,11,True,True
translation_growth_grid81,TMTM,12,True,True
translation_growth_grid81,TMTM,13,True,True
translation_growth_grid81,TMTM,14,True,True
translation_growth_grid81,TMTM,15,True,True
translation_growth_grid81,TMTM,16,True,True
translation_growth_grid81,TMTM,17,True,True
translation_growth_grid81,TMTM,18,True,True
translation_growth_grid81,TMTM,19,True,True
translation_growth_grid81,TMTM,20,True,True
translation_growth_grid81,ST-MTM,0,True,True
translation_growth_grid81,ST-MTM,1,True,True
translation_growth_grid81,ST-MTM,2,True,True
translation_growth_grid81,ST-MTM,3,True,True
translation_growth_grid81,ST-MTM,4,True,True
translation_growth_grid81,ST-MTM,5,True,True
translation_growth_grid81,ST-MTM,6,True,True
translation_growth_grid81,ST-MTM,7,True,True
translation_growth_grid81,ST-MTM,8,True,True
translation_growth_grid81,ST-MTM,9,True,True
translation_growth_grid81,ST-MTM,10,True,True
translation_growth_grid81,ST-MTM,11,True,True
translation_growth_grid81,ST-MTM,12,True,True
translation_growth_grid81,ST-MTM,13,True,True
translation_growth_grid81,ST-MTM,14,True,True
translation_growth_grid81,ST-MTM,15,True,True
translation_growth_grid81,ST-MTM,16,True,True
translation_growth_grid81,ST-MTM,17,True,True
translation_growth_grid81,ST-MTM,18,True,True
translation_growth_grid81,ST-MTM,19,True,True
translation_growth_grid81,ST-MTM,20,True,True
translation_growth_grid81,X-only RA-MTM,0,True,True
translation_growth_grid81,X-only RA-MTM,1,True,True
translation_growth_grid81,X-only RA-MTM,2,True,True
translation_growth_grid81,X-only RA-MTM,3,True,True
translation_growth_grid81,X-only RA-MTM,4,True,True
translation_growth_grid81,X-only RA-MTM,5,True,True
translation_growth_grid81,X-only RA-MTM,6,True,True
translation_growth_grid81,X-only RA-MTM,7,True,True
translation_growth_grid81,X-only RA-MTM,8,True,True
translation_growth_grid81,X-only RA-MTM,9,True,True
translation_growth_grid81,X-only RA-MTM,10,True,True
translation_growth_grid81,X-only RA-MTM,11,True,True
translation_growth_grid81,X-only RA-MTM,12,True,True
translation_growth_grid81,X-only RA-MTM,13,True,True
translation_growth_grid81,X-only RA-MTM,14,True,True
translation_growth_grid81,X-only RA-MTM,15,True,True
translation_growth_grid81,X-only RA-MTM,16,True,True
translation_growth_grid81,X-only RA-MTM,17,True,True
translation_growth_grid81,X-only RA-MTM,18,True,True
translation_growth_grid81,X-only RA-MTM,19,True,True
translation_growth_grid81,X-only RA-MTM,20,True,True
translation_growth_grid81,Dual-X,0,True,True
translation_growth_grid81,Dual-X,1,True,True
translation_growth_grid81,Dual-X,2,True,True
translation_growth_grid81,Dual-X,3,True,True
translation_growth_grid81,Dual-X,4,True,True
translation_growth_grid81,Dual-X,5,True,True
translation_growth_grid81,Dual-X,6,True,True
translation_growth_grid81,Dual-X,7,True,True
translation_growth_grid81,Dual-X,8,True,True
translation_growth_grid81,Dual-X,9,True,True
translation_growth_grid81,Dual-X,10,True,True
translation_growth_grid81,Dual-X,11,True,True
translation_growth_grid81,Dual-X,12,True,True
translation_growth_grid81,Dual-X,13,True,True
translation_growth_grid81,Dual-X,14,True,True
translation_growth_grid81,Dual-X,15,True,True
translation_growth_grid81,Dual-X,16,True,True
translation_growth_grid81,Dual-X,17,True,True
translation_growth_grid81,Dual-X,18,True,True
translation_growth_grid81,Dual-X,19,True,True
translation_growth_grid81,Dual-X,20,True,True
translation_growth_grid81,Dual-Y,0,True,True
translation_growth_grid81,Dual-Y,1,True,True
translation_growth_grid81,Dual-Y,2,True,True
translation_growth_grid81,Dual-Y,3,True,True
translation_growth_grid81,Dual-Y,4,True,True
translation_growth_grid81,Dual-Y,5,True,True
translation_growth_grid81,Dual-Y,6,True,True
translation_growth_grid81,Dual-Y,7,True,True
translation_growth_grid81,Dual-Y,8,True,True
translation_growth_grid81,Dual-Y,9,True,True
translation_growth_grid81,Dual-Y,10,True,True
translation_growth_grid81,Dual-Y,11,True,True
translation_growth_grid81,Dual-Y,12,True,True
translation_growth_grid81,Dual-Y,13,True,True
translation_growth_grid81,Dual-Y,14,True,True
translation_growth_grid81,Dual-Y,15,True,True
translation_growth_grid81,Dual-Y,16,True,True
translation_growth_grid81,Dual-Y,17,True,True
translation_growth_grid81,Dual-Y,18,True,True
translation_growth_grid81,Dual-Y,19,True,True
translation_growth_grid81,Dual-Y,20,True,True
